0,-14.32084116,-11.65209235,-9.575956854,-4.630644657,-4.193864129,-4.082210381,-4.082208476,-4.03179068,-3.251678958,-3.251677869,-2.152193486,-1.921149793,-1.402899199,-1.402899199,0.018580205,3.232985554,3.517886561,3.718638814,3.718639903,5.706340576,5.873623916,8.166462975,8.166465969,9.050437011,9.612449496,10.22760282,10.22760391,11.41351273,12.27690326,12.54282052,13.66650834,15.29524134,16.54685532,17.15783523,17.1578355,18.17316106,18.30360264,18.49906309,18.49906582,18.84968776,18.85898643
0.029526304,-14.25151989,-11.60843685,-9.755700831,-4.604687174,-4.20086453,-4.156069966,-4.140256615,-3.949567404,-3.322126236,-3.105658592,-2.504611106,-1.790250794,-1.486896386,-1.198442933,0.314521687,2.766652919,3.311872443,3.427845726,4.186073782,5.631791182,5.971780547,8.026544219,8.159667477,9.358955867,9.829243948,9.878003754,10.24052523,11.0308864,12.85937571,13.19819444,14.11788968,15.49523086,16.20921511,16.44806793,16.84442431,17.23031275,18.28636504,18.51200211,18.88006355,20.38236866,20.40024381
0.059052608,-14.05001551,-11.48885452,-10.1782177,-4.540663415,-4.440559266,-4.388660083,-4.211423091,-3.860666181,-3.454457643,-2.859662244,-2.518651636,-1.722426965,-1.412607133,-1.021251656,0.710075336,1.064985519,3.512877218,3.824694365,5.160730297,5.221140929,6.204705907,6.769609057,8.137509247,9.169962469,9.567348805,10.19771465,11.05487595,11.24195203,12.5499665,14.06620302,14.45977649,14.92986512,16.18770778,17.15848068,17.43996993,17.58834027,18.38971633,18.46731585,19.11311708,21.07564695,21.13041231
0.088578912,-13.73911566,-11.32628174,-10.64595498,-4.77754912,-4.740971034,-4.437301247,-4.205045286,-3.885506909,-3.555510108,-3.000209311,-2.067202812,-2.039991156,-1.036769219,-0.876694719,-0.007789259,0.659185423,3.743058854,4.747269381,4.792913755,5.319453481,6.338053387,6.499795673,8.335320494,8.610323361,9.943927956,10.29376675,11.68778715,11.83777385,12.56968115,15.49384553,15.98367764,16.13503661,16.52048994,17.75498387,17.81914586,17.98136707,18.29291646,18.38083453,20.10962814,20.14715591,20.79301782
0.11810522,-13.37157395,-11.16745978,-11.01446433,-5.109931543,-4.893238861,-4.351596002,-4.1571157,-3.956152286,-3.619196446,-3.041890076,-2.875637231,-2.468479015,-1.128964379,-0.761613696,0.292725369,1.114093903,3.513673695,4.046920209,4.621571837,6.201890073,6.544124649,7.847626379,8.495322068,9.032226609,9.200009278,10.20154493,10.59318748,12.81391257,13.77401208,16.25087655,16.98990535,17.23735614,17.67890193,17.73719824,17.94593023,18.07212302,18.17691868,18.40885817,19.82538429,19.95416407,20.04935547
0.147631524,-13.04743631,-11.18387696,-11.05217196,-5.414218212,-4.687856863,-4.474044778,-4.289200027,-4.049188278,-3.660206722,-3.630924553,-3.06289291,-2.877443522,-1.059221604,-1.033117724,0.053523431,2.613330107,2.64519763,4.349167658,4.84300964,5.968517085,6.788771857,7.822791366,8.905785923,9.518953359,10.09500746,10.13944855,11.22787014,13.95882146,14.31243284,15.6178146,16.46360617,17.01046083,17.2623781,17.55536796,17.8109185,18.87094474,19.22642582,19.26531606,19.6066064,19.66521754,20.10341606
0.177157828,-12.86965781,-11.14288301,-10.99177058,-5.610258542,-5.330970699,-4.254941984,-4.163123701,-3.873370632,-3.695540704,-3.684298865,-3.25310429,-3.125287524,-1.901339089,-1.015171,0.17574989,2.244742939,3.976905592,4.57024491,5.329311893,5.789504006,6.058279004,7.726505246,7.937081081,11.08226475,11.27587864,11.97396791,12.07445057,13.1047764,14.71778204,15.49907256,16.10538899,16.62840702,17.20978748,17.27785076,17.7761097,18.13967746,19.08279788,19.20771119,19.59473516,20.04830566,20.35068236
0.206684132,-12.82498542,-11.07818713,-10.9744957,-5.677575695,-5.677574062,-4.244363014,-3.69575268,-3.69232459,-3.692323774,-3.50050148,-3.500500936,-3.45563127,-2.406351889,-1.021836972,0.256115446,2.172325284,4.650690195,4.650691827,5.427710432,5.725325142,5.725325959,7.703616663,7.70361884,11.96978879,11.96980593,12.08007652,12.69081616,13.22295708,14.58225901,15.58760915,16.21233435,16.79702507,16.79702562,16.94001872,17.71440272,18.32078499,18.74641974,19.23560368,19.23560531,19.79045222,19.95939029
0.239388159,-12.83042852,-11.48252162,-10.46376606,-5.699079219,-5.69907677,-4.127649037,-3.790988713,-3.790987624,-3.695777443,-3.468699809,-3.331966144,-3.331965872,-2.401234788,-2.199919804,1.508870939,1.732950967,4.393988344,4.393989976,5.41742208,5.417424801,6.307426431,8.503666711,8.503668344,12.06265552,12.06265634,12.09009494,12.59060861,13.22334919,14.6186556,14.68936955,16.22376776,16.24367125,16.4987826,16.94976856,16.94976965,17.61178886,17.61179376,18.01503109,19.19259336,19.92960715,21.28996299
0.272092183,-12.84103633,-11.76897939,-9.93768893,-5.740227184,-5.740225824,-3.873182873,-3.873181513,-3.859407111,-3.695156207,-3.632395056,-3.228656767,-3.104764154,-3.104763338,-2.383487796,0.526156589,3.715401476,3.860357604,3.860358148,5.205140908,5.205141996,7.882658314,9.894865016,9.894865288,11.58790994,12.1133272,12.33147732,12.33147841,13.08828631,14.20084004,14.73824772,14.7382499,15.4324991,15.43249964,16.58811322,17.15819524,17.6431791,17.64318073,18.10864396,18.3471033,19.7100483,19.7100502
0.30479621,-12.84652187,-11.86690254,-9.7028185,-5.760107549,-5.760107005,-3.969823557,-3.899270155,-3.899269066,-3.70276451,-3.695935541,-3.357693963,-3.004807763,-3.004806947,-2.367338384,0.090047366,3.613735122,3.613736482,4.817644821,5.152153269,5.152155446,8.791924243,10.4023799,10.66003796,10.66003878,12.12190396,12.74312759,12.74312868,12.91882606,13.49195085,14.08975066,14.13196341,14.92144564,14.921447,17.18926737,17.53900766,17.62515918,18.05401847,18.05401956,18.32125085,19.01531338,19.01531501
0.334322514,-12.89378804,-11.90314675,-9.746450593,-5.692353653,-5.441159386,-4.240594782,-3.926742223,-3.891628926,-3.781692216,-3.646654365,-3.603721061,-2.849031029,-2.563236671,-2.409042551,0.452996335,3.687596612,3.816116249,4.42597723,4.824245759,5.0389482,8.717775944,9.980106579,10.16454479,10.32391588,12.17070975,12.34330203,12.78366875,13.0197577,13.53933403,14.37613006,14.61621365,15.32138495,15.75038248,16.06261977,17.17659122,17.48205669,17.49655682,17.76057608,18.23525309,18.7322973,19.11650707
0.363848818,-13.09533841,-11.90121991,-9.822823966,-5.49457642,-4.906931629,-4.53661817,-3.988840777,-3.919483587,-3.870744189,-3.638073527,-3.459501817,-2.512165531,-2.433916748,-2.204596352,1.473761724,2.8818368,3.909071151,4.29748671,4.747446527,4.861360181,8.635500421,8.710583703,8.930525696,9.939622027,10.94615477,11.45977045,12.8975756,13.0162039,13.22540773,15.12428936,15.16028948,15.67262432,15.74842761,15.75924114,16.34070623,16.70869475,17.15826,17.95404194,18.20546614,19.409104,21.26593697
0.393375122,-13.45065023,-11.77095112,-9.860059751,-5.184882577,-4.88496143,-4.816835555,-4.014947106,-3.841651411,-3.656003108,-3.462288535,-2.966924891,-2.274231915,-2.117162912,-1.981063545,1.21819105,2.93270059,4.280287755,4.380188363,4.448496826,5.346596019,7.023138877,7.455662184,9.046641023,9.446606726,9.631117321,10.63063334,11.71765654,12.84500103,13.16946739,14.69351847,15.65243293,15.65864746,16.20686105,16.492272,16.84828125,17.44069865,17.44499424,18.52441104,19.54604121,20.14129702,20.59257306
0.42290143,-13.83462244,-11.60794133,-9.788748784,-5.067896214,-4.802855979,-4.756323424,-4.049108277,-3.809186053,-3.668759532,-3.570300312,-2.128544617,-1.976372302,-1.728984092,-1.71524071,0.26825009,3.969803421,4.028919335,4.298084,4.800909276,6.008522717,6.049893816,6.145960068,8.536119279,9.02026122,9.46977341,9.99930421,10.67539416,12.0669873,13.23902703,14.79688091,15.33308421,15.35089678,15.49587332,17.22893667,17.84571152,18.43661324,18.44899687,18.80923504,18.90916014,19.99386275,22.01496431
